"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","lat","long","sqft_living15","sqft_lot15"
"20321",385000,"4",2.5,1740,4145,"2","0","0","3","7",1740,0,5,2015,47.6875,-122.015,1740,4045
"20322",270000,"4",2.25,1400,3825,"2","0","0","3","7",1400,0,3,2015,47.3596,-122.082,2110,3825
"20324",672000,"4",2.5,1780,1647,"2","0","0","3","8",1080,700,7,2015,47.6597,-122.355,2000,1741
"20325",310000,"4",2.5,1760,10137,"2","0","0","3","8",1760,0,5,2015,47.355,-122.059,2000,6935
"20328",427000,"4",2.5,2432,9391,"2","0","2","3","9",2432,0,10,2015,47.3453,-122.267,2912,8932
"20329",389950,"4",2.5,2283,3996,"2","0","0","3","8",2283,0,7,2015,47.4221,-122.192,1760,3992
"20330",309620,"4",2.5,1860,3730,"2","0","0","3","8",1860,0,3,2015,47.7442,-121.984,2110,4509
"20331",399895,"5",2.5,2701,4500,"2","0","0","3","9",2701,0,1,2015,47.2586,-122.194,2570,4800
"20332",442515,"5",2.5,2930,4875,"2","0","0","3","9",2930,0,1,2015,47.3421,-122.179,2815,4900
"20333",375000,"4",2.25,1540,1561,"3","0","0","3","8",1540,0,5,2015,47.6991,-122.346,1540,1547
"20334",309780,"4",2.5,2242,4500,"2","0","0","3","8",2242,0,1,2015,47.2583,-122.198,2009,4500
"20335",425000,"4",2.5,1950,4345,"2","0","0","3","7",1950,0,8,2015,47.5202,-121.873,2260,4345
"20336",405000,"3",3,1160,1073,"2","0","0","3","7",880,280,8,2015,47.5788,-122.315,1250,4812
"20337",356250,"4",2.5,2060,5115,"2","0","0","3","9",2060,0,1,2015,47.3261,-122.163,2648,4500
"20338",550000,"4",2.25,1230,875,"3","0","0","3","8",1230,0,2,2015,47.6521,-122.4,1760,5664
"20339",340000,"3",1.5,1160,1438,"2","0","0","3","7",1160,0,14,2015,47.5917,-122.295,1220,1740
"20340",362865,"5",2.5,2245,4301,"2","0","0","3","8",2245,0,1,2015,47.3555,-122.063,2530,4478
"20342",830000,"5",2.5,3400,9692,"2","0","0","3","9",3400,0,8,2015,47.708,-122.109,3070,7375
"20344",855000,"5",3.5,2890,5911,"2","0","0","3","9",2370,520,1,2015,47.5754,-122.071,3490,6093
"20347",400200,"5",3.5,2260,30250,"2","0","0","3","7",2260,0,2,2015,47.4493,-122.281,1270,16350
"20348",235000,"3",1,1140,1730,"1.5","0","0","3","8",1010,130,8,2015,47.5494,-122.372,1360,1730
"20349",349950,"4",2,1640,4714,"1","0","0","3","8",1640,0,6,2015,47.3539,-122.021,1770,4802
"20350",659950,"5",2.75,3510,9400,"2","0","0","3","9",3510,0,1,2015,47.4827,-122.131,3550,9429
"20351",785000,"4",2.75,3010,1842,"2","0","0","3","9",3010,0,4,2015,47.5836,-121.994,2950,4200
"20352",475000,"3",2.25,1060,925,"2","0","0","3","8",980,80,9,2015,47.6386,-122.388,1020,4000
"20353",263900,"4",2.5,1658,2700,"2","0","0","3","8",1658,0,1,2015,47.3667,-122.307,1658,2700
"20354",342000,"4",2.5,1960,3540,"2","0","0","3","8",1960,0,3,2015,47.3568,-122.055,1840,3825
"20355",367899,"4",2.5,2420,4725,"2","0","0","3","8",2420,0,1,2015,47.371,-122.018,2370,4200
"20356",657044,"4",3.5,3420,23786,"1.5","0","0","3","9",3420,0,1,2015,47.4739,-122.11,1590,23774
"20357",359950,"3",1.5,893,965,"2","0","0","3","8",893,0,8,2015,47.6187,-122.301,1340,1436
"20358",879950,"5",2.75,3020,7203,"2","0","0","3","9",3020,0,1,2015,47.6948,-122.178,3010,7215
"20359",550000,"5",2.5,2470,5954,"2","0","0","3","8",2470,0,2,2015,47.7685,-122.236,2470,4800
"20360",279000,"5",2.5,2009,4800,"2","0","0","3","8",2009,0,3,2015,47.2586,-122.2,1798,4800
"20361",255000,"4",2.5,1530,1116,"2.5","0","0","3","7",1530,0,10,2015,47.7385,-122.25,1530,7780
"20362",609500,"4",1.75,1590,1113,"3","0","0","3","8",1590,0,1,2015,47.6691,-122.402,1520,1357
"20363",420000,"6",3,2630,3149,"2","0","0","3","8",1670,960,2,2015,47.5065,-122.171,2240,4825
"20364",570000,"5",2.5,3230,7187,"2","0","0","3","9",3230,0,7,2015,47.4995,-122.15,2950,6537
"20365",439000,"4",2.25,1430,2343,"2","0","0","3","8",1430,0,3,2015,47.5648,-122.294,1270,1916
"20366",310000,"4",2.5,2242,5744,"2","0","0","3","8",2242,0,3,2015,47.2597,-122.199,2009,5712
"20367",635000,"5",2.5,2500,4000,"2","0","0","3","8",2500,0,1,2015,47.5902,-122.311,1480,4300
"20368",399950,"4",2.5,1230,922,"2","0","0","3","8",1080,150,6,2015,47.6518,-122.384,1230,1237
"20369",805000,"5",2.5,3020,3600,"2.5","0","0","3","9",3020,0,6,2015,47.5407,-121.993,2570,3600
"20372",745000,"5",2.5,3400,4840,"2","0","0","3","10",3190,210,9,2015,47.5066,-122.146,3400,5710
"20373",329445,"3",1.5,830,1119,"2","0","0","3","7",830,0,10,2015,47.5828,-122.314,1480,3622
"20374",588000,"6",3,3110,4464,"2","0","0","3","8",3110,0,8,2015,47.7719,-122.168,2450,4221
"20375",494815,"4",2.5,1910,2091,"2","0","0","3","8",1910,0,1,2015,47.5445,-122.013,1630,1546
"20376",591975,"4",2.75,3230,5250,"2","0","0","3","9",2680,550,1,2015,47.5196,-121.878,2710,5250
"20377",6e+05,"6",2.75,3380,8179,"2","0","0","3","9",3380,0,4,2015,47.4827,-122.135,2840,8179
"20378",673000,"4",2.75,2830,3496,"2","0","0","3","8",2830,0,3,2015,47.5606,-122.011,2160,3501
"20379",889950,"6",3.5,3700,7055,"2","0","0","3","9",3700,0,1,2015,47.5929,-122.057,3170,6527
"20380",5e+05,"5",3,2520,4104,"2","0","0","3","7",2520,0,13,2015,47.5352,-121.88,2510,5015
"20381",5e+05,"4",2.25,1530,1396,"2","0","0","3","8",1240,290,8,2015,47.666,-122.367,1690,2500
"20382",890000,"5",4.25,4420,5750,"2","0","0","3","10",3410,1010,9,2015,47.5404,-122.073,4420,5750
"20383",437000,"4",3,1460,1180,"3","0","0","3","8",1460,0,9,2015,47.6998,-122.367,1460,1224
"20384",419700,"4",2.25,1450,1486,"2","0","0","3","8",1160,290,9,2015,47.5694,-122.387,1370,1437
"20385",394000,"4",2,1160,3441,"1","0","0","4","6",580,580,85,2015,47.5314,-122.392,1160,4000
"20386",342000,"4",2,1640,4802,"1","0","0","3","8",1640,0,5,2015,47.3538,-122.021,1940,4802
"20387",420000,"4",1.75,1444,249126,"1.5","0","0","3","7",1444,0,7,2015,47.4104,-122.486,1760,224770
"20388",580000,"4",2.5,1620,1173,"3","0","4","3","8",1470,150,7,2015,47.6681,-122.355,1620,1505
"20389",343000,"3",1.5,1100,1228,"2","0","0","3","7",900,200,8,2015,47.5538,-122.282,1340,1380
"20390",390000,"3",1.5,1340,1402,"2","0","0","3","8",1120,220,7,2015,47.588,-122.304,1340,1213
"20391",274000,"4",1.5,1450,4694,"2","0","0","3","7",1450,0,4,2015,47.3654,-122.021,1870,4198
"20392",7e+05,"5",2.5,3040,7200,"2","0","0","3","9",3040,0,7,2015,47.7747,-122.366,2360,8245
"20393",838000,"5",2.5,2560,7210,"2","0","0","3","9",2560,0,9,2015,47.5535,-122.395,2160,10439
"20395",467000,"4",2.25,1420,990,"3","0","0","3","8",1420,0,7,2015,47.6801,-122.348,1350,1415
"20396",395000,"3",1,700,7457,"1","0","0","3","6",700,0,72,2015,47.5348,-122.295,1500,7130
"20397",734000,"6",4.25,4110,42755,"2","0","2","3","10",2970,1140,15,2015,47.3375,-122.337,2730,12750
"20398",480000,"6",2.75,2670,4780,"2","0","0","3","8",2670,0,2,2015,47.4866,-122.155,2560,5380
"20399",539000,"4",2.75,2130,1400,"2","0","0","3","9",1080,1050,5,2015,47.5661,-122.29,1520,3132
"20400",459950,"6",2.75,3078,6371,"2","0","0","3","9",3078,0,1,2015,47.3587,-122.163,1979,19030
"20401",306500,"3",1,840,892,"2","0","0","3","7",840,0,9,2015,47.5396,-122.387,1030,1007
"20402",408474,"4",2.5,1800,2731,"2","0","0","3","8",1800,0,1,2015,47.5342,-121.841,1800,3265
"20403",437000,"4",2.75,2580,5200,"2","0","0","3","8",2580,0,7,2015,47.496,-122.151,2700,5602
"20404",160797,"4",1.5,1270,2356,"2","0","0","3","7",1270,0,3,2015,47.5671,-122.298,1490,2175
"20405",729000,"5",3.5,3065,5440,"3","0","0","3","9",3065,0,1,2015,47.524,-122.2,2210,8400
"20406",499000,"4",2.5,1861,1587,"2","0","0","3","8",1578,283,8,2015,47.7043,-122.209,2090,10454
"20407",359950,"5",2.75,2260,5705,"2","0","0","3","8",2260,0,1,2015,47.3726,-122.159,2260,5727
"20408",929000,"6",3.25,4150,7100,"2","0","0","3","10",4150,0,2,2015,47.6026,-122.06,3560,7214
"20409",529950,"3",2.5,1500,1174,"2","0","0","3","8",1140,360,1,2015,47.6689,-122.363,1550,1519
"20410",461000,"4",2.25,1620,998,"2.5","0","0","3","8",1540,80,3,2015,47.5394,-122.027,1620,1068
"20411",271115,"3",1.5,830,1325,"2","0","0","3","7",830,0,10,2015,47.5472,-122.384,1310,1485
"20412",653000,"5",2.5,3120,5137,"2","0","0","3","7",3120,0,12,2015,47.6842,-122.04,2755,5137
"20413",565000,"4",2.5,1870,1058,"3","0","0","3","8",1380,490,8,2015,47.6512,-122.345,1440,1136
"20414",529950,"4",2.25,1240,1250,"3","0","0","3","8",1240,0,1,2015,47.6748,-122.377,1470,1250
"20415",585000,"5",2.5,2820,5612,"2","0","0","3","9",2820,0,8,2015,47.7477,-122.236,1620,14881
"20416",609000,"4",1.75,1630,1526,"3","0","0","3","8",1630,0,1,2015,47.6536,-122.354,1570,1274
"20417",267000,"4",2.25,1584,2800,"2","0","0","3","7",1584,0,3,2015,47.3454,-122.214,1584,2800
"20418",557000,"5",2.5,2840,4500,"2","0","0","3","8",2840,0,3,2015,47.7678,-122.237,2840,4939
"20419",709950,"5",3.25,3910,6293,"2","0","0","3","9",3130,780,9,2015,47.5389,-121.86,4410,6015
"20420",625000,"4",2.5,1730,1301,"3","0","0","3","9",1730,0,4,2015,47.653,-122.352,1330,1240
"20421",599000,"4",2.75,1840,2060,"2","0","0","3","10",1700,140,2,2015,47.53,-122.073,2590,2680
"20422",920000,"5",3.75,4030,503989,"2","0","0","3","10",4030,0,7,2015,47.4807,-121.795,2110,71874
"20424",324500,"5",2.5,2110,3825,"2","0","0","3","7",2110,0,3,2015,47.3602,-122.082,2110,3825
"20425",471500,"4",2.5,2430,5866,"2","0","0","3","7",2430,0,6,2015,47.5158,-121.871,2380,5866
"20426",1015000,"5",3.75,4690,207141,"2","0","0","3","10",4030,660,8,2015,47.7072,-121.983,2890,200527
"20427",998000,"5",3.5,3500,43560,"2","0","0","3","9",2850,650,1,2015,47.5481,-122.103,3640,40545
"20428",262000,"5",2.5,2070,8685,"2","0","0","3","7",2070,0,9,2015,47.4697,-122.267,2170,9715
"20429",844000,"5",3.5,3350,6350,"2","0","2","3","8",2610,740,6,2015,47.5602,-122.39,1820,6350
"20430",745641,"5",2.5,2440,4850,"2","0","0","3","8",2440,0,2,2015,47.7043,-122.114,2970,5450
"20431",659950,"6",3,3010,7357,"2","0","0","3","9",3010,0,7,2015,47.7226,-122.33,2370,8050
"20432",339989,"4",2.5,2060,4200,"2","0","0","3","8",2060,0,1,2015,47.3706,-122.018,2370,4200
"20433",352500,"3",2.5,1570,2399,"2","0","0","3","7",1180,390,6,2015,47.5488,-122.364,1590,2306
"20434",525000,"4",2.5,1580,1161,"2","0","0","3","8",1010,570,7,2015,47.6206,-122.299,1680,1177
"20436",491000,"6",3.5,2815,4900,"2","0","0","3","9",2815,0,4,2015,47.3424,-122.179,2798,4900
"20437",675000,"5",2.5,2620,6114,"2","0","0","3","9",2620,0,4,2015,47.5603,-122.013,2620,5808
"20438",344000,"4",2.25,1250,1033,"3","0","0","3","8",1250,0,8,2015,47.6907,-122.343,1250,1150
"20439",530000,"5",2.5,3250,4500,"2","0","0","3","8",3250,0,7,2015,47.4944,-122.15,3030,4598
"20440",290500,"5",3.25,2510,7686,"2","0","0","3","9",2510,0,12,2015,47.4785,-122.228,2510,6732
"20441",335000,"3",1.75,1270,1685,"2","0","0","3","8",1270,0,3,2015,47.5646,-122.295,1270,1843
"20443",379000,"4",2.5,1580,3075,"2","0","0","3","8",1580,0,2,2015,47.545,-122.368,1710,2934
"20444",385000,"4",1.5,1360,2030,"3","0","0","3","8",1360,0,7,2015,47.6961,-122.349,1360,1167
"20445",500012,"5",2.5,2400,9612,"1","0","0","3","8",1230,1170,53,2009,47.4799,-122.127,2430,5539
"20446",366750,"4",3,1571,2017,"3","0","0","3","8",1571,0,7,2015,47.7338,-122.309,1520,1497
"20447",405000,"3",2,1405,1073,"2","0","0","3","8",1140,265,8,2015,47.612,-122.295,1405,3000
"20448",356999,"4",1.5,1010,1546,"2","0","0","3","8",1010,0,44,2014,47.5998,-122.311,1010,1517
"20449",590000,"3",2.5,1450,1281,"2","0","0","3","8",1220,230,9,2015,47.665,-122.285,1440,1281
"20450",294000,"4",1.75,1420,1361,"2","0","0","3","7",960,460,1,2015,47.5684,-122.314,1340,1343
"20451",731500,"5",2.5,2650,4644,"2","0","0","3","8",2650,0,2,2015,47.6945,-122.018,2640,5099
"20452",837219,"6",2.75,3030,7679,"2","0","0","3","9",3030,0,1,2015,47.593,-122.057,3080,6341
"20454",798800,"4",2.75,2670,3738,"1","0","0","3","10",1720,950,2,2015,47.5299,-122.203,2610,3734
"20455",482500,"3",2.5,1170,809,"2","0","0","3","9",1170,0,8,2015,47.6875,-122.339,1170,1121
"20456",820000,"5",2.5,3260,26772,"2","0","0","3","9",3260,0,8,2015,47.5115,-122.031,3260,14491
"20457",319000,"4",1.5,1480,1722,"3","0","0","3","7",1480,0,8,2015,47.728,-122.292,1480,5764
"20458",950000,"4",2.5,2700,6947,"2","0","3","3","9",2700,0,2,2015,47.5172,-122.208,2500,6947
"20460",378000,"4",2.5,1601,2491,"3","0","0","3","7",1536,65,8,2015,47.719,-122.317,1420,1156
"20462",489950,"4",2.5,2540,5237,"2","0","0","3","8",2540,0,4,2015,47.5492,-122.276,1800,4097
"20463",345000,"3",1.75,1030,1106,"2","0","0","3","7",765,265,9,2015,47.5397,-122.387,1030,1066
"20464",510000,"4",2.5,2730,7136,"2","0","0","3","8",2730,0,3,2015,47.3938,-122.321,2130,8932
"20465",432500,"5",2.5,3172,5033,"2","0","0","3","8",3172,0,1,2015,47.2961,-122.348,2704,5232
"20466",650000,"5",2.5,3160,8530,"2","0","0","3","9",3160,0,9,2015,47.5075,-122.148,3160,6460
"20467",750000,"5",2.5,2850,12429,"2","0","0","3","9",2850,0,7,2015,47.6915,-122.177,2540,12000
"20468",870000,"5",3.5,2780,3100,"2","0","0","3","8",2120,660,1,2015,47.6886,-122.364,1740,3600
"20469",9e+05,"5",3.5,3860,6543,"2","0","0","3","10",3860,0,1,2015,47.5934,-121.974,3760,6888
"20470",664950,"3",1.75,1180,900,"2","0","0","3","10",780,400,1,2015,47.6395,-122.329,1380,3610
"20471",391000,"4",2.25,1410,1290,"2","0","0","3","7",1290,120,11,2015,47.5345,-122.069,1490,1380
"20473",479349,"6",3,3223,6371,"2","0","0","3","9",3223,0,1,2015,47.3584,-122.163,1979,9008
"20474",661000,"5",3.25,2600,2074,"2","0","0","3","8",2150,450,4,2015,47.5402,-122.028,2510,2074
"20475",379000,"4",3.25,1380,1234,"3","0","0","3","8",1380,0,9,2015,47.6935,-122.342,1370,1282
"20476",415000,"4",2.25,1620,998,"2.5","0","0","3","8",1540,80,5,2015,47.5401,-122.027,1620,1299
"20477",375000,"4",3.25,1370,1227,"3","0","0","3","8",1370,0,8,2015,47.6964,-122.341,1370,1236
"20478",355000,"4",2,1220,1186,"3","0","0","3","8",1220,0,8,2015,47.6972,-122.341,1280,1251
"20479",540000,"4",2.5,1280,1889,"3","0","0","3","8",1280,0,6,2015,47.6619,-122.324,1450,1889
"20480",290000,"3",1.5,770,850,"2","0","0","3","7",770,0,9,2015,47.5644,-122.388,1350,915
"20481",5e+05,"4",2.5,1210,1200,"3","0","0","3","8",1210,0,7,2015,47.6543,-122.345,1210,1200
"20482",416000,"5",2.5,2890,6322,"2","0","0","3","8",2890,0,4,2015,47.3494,-122.044,2380,5738
"20483",349900,"4",2.5,1580,2765,"2","0","0","3","8",1580,0,4,2015,47.5444,-122.369,1580,1820
"20484",465000,"4",2.25,1530,1245,"2","0","0","3","9",1050,480,1,2015,47.6018,-122.297,1530,2307
"20485",950000,"5",2.5,3670,7680,"2.5","0","0","3","10",3670,0,8,2015,47.5401,-121.993,3130,6112
"20486",496800,"5",2.25,1850,2340,"2.5","0","0","3","8",1850,0,1,2015,47.543,-122.372,1850,2340
"20487",680000,"5",2.5,2440,6581,"2","0","0","3","8",2440,0,1,2015,47.7321,-122.334,1480,7432
"20488",920000,"5",3.25,2190,4265,"2","0","0","3","9",1540,650,0,2015,47.6178,-122.29,1730,4265
"20490",825000,"5",2.75,3990,6637,"2","0","0","3","9",3990,0,12,2015,47.6835,-122.045,3500,7074
"20491",292000,"4",2.5,1270,1283,"3","0","0","3","7",1270,0,8,2015,47.7209,-122.291,1270,1512
"20492",576000,"5",2.5,3340,6924,"2","0","0","3","8",3340,0,6,2015,47.495,-122.149,3030,6119
"20493",670000,"3",2,1500,761,"3","0","3","3","8",1500,0,7,2015,47.6522,-122.346,1360,1527
"20494",953007,"5",3.5,3120,5086,"2","0","0","3","9",2480,640,7,2015,47.6762,-122.288,1880,5092
"20495",399000,"5",2.5,2480,4334,"2","0","0","3","8",2480,0,3,2015,47.3826,-122.036,2480,5632
"20496",399000,"3",2,1110,1155,"3","0","0","3","7",980,130,7,2015,47.5496,-122.388,1110,1089
"20497",847093,"5",2.75,2760,5670,"2","0","0","3","10",2760,0,1,2015,47.5819,-122.047,2760,6600
"20498",599950,"4",2.5,1510,1493,"3","0","0","3","8",1510,0,1,2015,47.669,-122.402,1530,1357
"20499",499000,"4",2.5,1460,1614,"2","0","0","3","8",1180,280,8,2015,47.6781,-122.374,1380,1402
"20500",760000,"5",2.75,3980,285318,"2","0","2","3","9",3980,0,9,2015,47.4803,-121.795,2100,105415
"20502",1033890,"5",3.25,3270,5187,"2","0","0","3","9",3110,160,1,2015,47.6966,-122.133,3600,5825
"20503",515000,"5",2.5,2670,8765,"2","0","0","3","9",2670,0,9,2015,47.4876,-122.146,2880,8765
"20504",355000,"4",2.25,1410,1332,"2","0","0","3","7",1290,120,11,2015,47.5345,-122.069,1445,1290
"20505",319900,"5",2.75,2475,4000,"2","0","0","3","7",2475,0,1,2015,47.3452,-122.21,2166,4000
"20506",460000,"4",3.5,1600,1431,"2","0","0","3","8",1240,360,9,2015,47.6865,-122.363,1500,4120
"20507",305000,"3",1,1290,3383,"2","0","0","3","7",1290,0,7,2015,47.6968,-122.025,1290,2828
"20508",280000,"4",2.5,1608,4818,"2","0","0","3","8",1608,0,3,2015,47.2583,-122.203,2009,5200
"20509",394950,"3",2.25,1300,2104,"2","0","0","3","8",1010,290,4,2015,47.5477,-122.388,1430,1850
"20510",382000,"5",3.5,2530,3000,"2","0","0","3","8",1850,680,1,2015,47.4919,-122.336,1470,6000
"20511",560000,"4",2.5,1390,1411,"3","0","0","3","8",1390,0,7,2015,47.6485,-122.334,1350,1266
"20512",772000,"4",2.25,1640,1204,"3","0","0","3","8",1640,0,1,2015,47.6196,-122.297,1630,3136
"20513",324950,"5",2.5,2229,5723,"2","0","0","3","7",2229,0,3,2015,47.3693,-122.286,2738,5742
"20514",530000,"4",2.5,1790,3078,"2","0","0","3","8",1790,0,5,2015,47.5638,-122.094,1890,3078
"20515",384000,"4",2.25,990,736,"2.5","0","0","3","8",880,110,6,2015,47.6605,-122.319,1030,1201
"20516",719950,"6",2.75,3240,6863,"2","0","0","3","10",3240,0,2,2015,47.5033,-122.193,2360,6002
"20517",319950,"3",2.5,1280,819,"2","0","0","3","8",1060,220,9,2015,47.6905,-122.364,1290,2900
"20518",292000,"4",2.5,1610,3848,"2","0","0","3","8",1610,0,9,2015,47.4497,-122.188,1610,3049
"20520",425000,"3",2.5,1150,1027,"3","0","0","3","8",1150,0,7,2015,47.6534,-122.356,1360,1210
"20521",799950,"6",3.75,3760,4702,"2","0","0","3","9",2780,980,1,2015,47.7202,-122.223,2950,5981
"20522",499000,"3",2.5,1320,1157,"2","0","0","3","8",990,330,1,2015,47.6689,-122.363,1550,1519
"20523",572000,"5",2.75,2700,7992,"2","0","0","3","9",2700,0,3,2015,47.4831,-122.135,2840,7992
"20524",459000,"3",2,1480,804,"3","0","0","3","8",1480,0,7,2015,47.602,-122.308,1380,1751
"20525",529500,"4",2.25,1410,905,"3","0","0","3","9",1410,0,1,2015,47.5818,-122.402,1510,1352
"20526",374500,"5",2.5,3135,5811,"2","0","0","3","9",3135,0,10,2015,47.3263,-122.18,3008,5799
"20527",584000,"4",2.5,1480,1485,"2","0","0","3","8",1280,200,8,2015,47.6376,-122.326,1470,1277
"20529",505000,"3",2.25,1060,1209,"2","0","0","3","8",940,120,9,2015,47.6369,-122.327,1300,1169
"20530",565000,"3",2.5,1950,2457,"3","0","0","3","8",1950,0,6,2015,47.5925,-122.302,1650,1639
"20531",799000,"5",2.75,3340,5677,"2","0","0","3","9",3340,0,4,2015,47.709,-122.118,3240,5643
"20532",547000,"4",2.5,1570,1452,"2.5","0","0","3","9",1240,330,8,2015,47.648,-122.396,1670,1596
"20533",550000,"4",2.5,1930,6604,"2","0","0","3","7",1930,0,1,2015,47.4692,-122.351,910,6604
"20534",250000,"4",2,1590,8100,"1","0","0","3","7",1060,530,19,2015,47.3611,-122.047,1590,8100
"20535",960000,"5",4.5,3720,7746,"2","0","0","3","10",3720,0,1,2015,47.7323,-122.165,3080,11067
"20537",441000,"3",1,1290,1289,"2","0","0","3","7",1030,260,10,2015,47.6006,-122.305,1290,1332
"20538",265000,"4",2.25,1489,2800,"2","0","0","3","7",1489,0,3,2015,47.3454,-122.214,1584,2800
"20539",430000,"4",2.5,2075,39553,"1","0","0","3","7",2075,0,3,2015,47.3601,-122.032,1960,9047
"20540",286800,"4",2.5,1413,3600,"2","0","0","3","8",1413,0,4,2015,47.4222,-122.193,2150,3869
"20541",375000,"4",2.5,1300,1362,"2","0","0","3","8",880,420,7,2015,47.5893,-122.317,1300,1251
"20542",312500,"4",3.25,1480,983,"2","0","0","3","8",1180,300,2,2015,47.5555,-122.363,1330,1062
"20543",850000,"5",2.75,3320,5559,"2","0","0","3","9",3320,0,3,2015,47.5607,-122.031,3400,6854
"20544",390500,"4",2.25,1530,1279,"2","0","0","3","7",1116,414,8,2015,47.7035,-122.357,1320,1427
"20545",455000,"4",2.5,1180,932,"3","0","0","3","8",1180,0,5,2015,47.638,-122.375,1180,2632
"20546",455000,"3",2,1190,1303,"2","0","0","3","8",800,390,6,2015,47.6675,-122.368,1670,2425
"20547",515000,"4",2.25,1300,1180,"3","0","0","3","8",1300,0,7,2015,47.6871,-122.339,1300,1174
"20548",362500,"4",3.5,1710,2212,"2","0","0","3","7",1400,310,2,2015,47.5459,-122.368,1580,2212
"20549",460000,"4",2.5,2390,47480,"2","0","0","3","9",2390,0,8,2015,47.4517,-122.084,1720,44866
"20550",540000,"5",3.5,3510,6005,"2","0","0","3","8",2750,760,5,2015,47.5168,-121.87,3090,5866
"20551",230000,"4",1.75,1140,1165,"2","0","0","3","8",1140,0,1,2015,47.5638,-122.295,1150,1552
"20552",425000,"3",2.5,1320,1329,"2","0","0","3","8",1180,140,8,2015,47.6728,-122.374,1490,5000
"20553",298450,"6",3,2100,9752,"1","0","0","3","8",1200,900,8,2015,47.3341,-122.304,1270,10200
"20554",344000,"5",2.5,2400,4848,"2","0","0","3","8",2400,0,11,2015,47.3626,-122.04,1980,5199
"20555",416286,"4",2.5,1408,989,"3","0","0","3","8",1408,0,10,2015,47.6856,-122.315,1408,1342
"20556",379500,"5",2.5,2560,5102,"2","0","0","3","8",2560,0,2,2015,47.3404,-122.181,2586,5059
"20557",350000,"3",2.5,1260,1347,"3","0","0","3","8",1260,0,10,2015,47.6994,-122.341,1260,1356
"20558",258800,"3",1.75,1290,1624,"2","0","0","3","8",1290,0,1,2015,47.5171,-122.347,1410,1963
"20559",620000,"5",2.5,2730,9260,"2","0","0","3","8",2730,0,7,2015,47.7222,-122.331,2730,7357
"20560",295000,"3",2.5,1630,1368,"2","0","0","3","7",1280,350,6,2015,47.5489,-122.363,1590,2306
"20561",908990,"5",2.75,3530,6844,"2","0","0","3","10",3530,0,1,2015,47.5975,-121.985,3530,10038
"20562",485230,"5",2.5,2714,12558,"2","0","0","3","9",2714,0,1,2015,47.3522,-122.201,2873,8269
"20563",475000,"4",2.25,1630,2520,"2","0","0","3","7",1630,0,10,2015,47.5493,-121.998,1630,3131
"20565",635000,"4",3,2230,1407,"2.5","0","0","3","8",1850,380,2,2015,47.5446,-122.017,2290,1407
"20566",350000,"4",2.5,1380,1590,"2","0","0","3","9",1160,220,3,2015,47.5444,-122.375,1380,1590
"20567",345000,"4",3.5,1320,1161,"3","0","0","3","8",1320,0,5,2015,47.7162,-122.294,1320,1161
"20568",7e+05,"3",2,1490,713,"3","0","0","3","9",1490,0,1,2015,47.6356,-122.346,1490,1110
"20569",490000,"4",2.25,1280,1520,"2","0","0","3","8",1080,200,7,2015,47.6651,-122.368,1280,1681
"20571",579000,"3",2.5,1280,1051,"2","0","0","3","8",1080,200,6,2015,47.6273,-122.359,1580,1279
"20572",552500,"4",1.5,1300,1435,"2","0","0","3","8",1120,180,8,2015,47.6114,-122.31,1320,1652
"20573",467000,"5",2.75,2170,5024,"2","0","0","3","8",2170,0,3,2015,47.495,-122.145,2460,5024
"20574",305000,"5",2.25,1763,3717,"2","0","0","3","8",1763,0,3,2015,47.4213,-122.194,1763,3666
"20575",212000,"3",1.5,1020,1525,"2","0","0","3","7",1020,0,11,2015,47.704,-122.347,1020,3844
"20576",429000,"5",2.5,1840,4593,"2","0","0","3","7",1840,0,5,2015,47.6866,-122.013,1740,3600
"20577",479950,"4",2,1820,1358,"3","0","0","3","9",1820,0,1,2015,47.5433,-122.376,1710,1367
"20578",825000,"4",3.5,2670,3000,"2","0","0","3","9",1870,800,1,2015,47.6813,-122.372,1750,5000
"20580",250000,"4",2.25,1400,3814,"2","0","0","3","7",1400,0,3,2015,47.3584,-122.083,1610,3814
"20581",289000,"3",1.5,1160,2158,"2","0","0","3","7",1160,0,33,2015,47.7178,-122.19,1150,2158
"20582",265000,"4",2.5,1400,3368,"2","0","0","3","7",1400,0,2,2015,47.5134,-122.342,1400,4316
"20583",344000,"4",2.5,1232,1130,"3","0","0","3","7",1232,0,8,2015,47.7185,-122.317,1232,1202
"20584",749000,"5",2.75,2700,6000,"2","0","0","4","8",2100,600,105,2015,47.586,-122.383,2050,5400
"20585",492000,"5",2.5,2550,6382,"2","0","0","3","7",2550,0,8,2015,47.5202,-121.87,2430,5900
"20586",552500,"5",2.5,3260,6902,"2","0","0","3","8",3260,0,7,2015,47.4829,-122.156,3130,6588
"20587",653500,"3",2.5,1680,1240,"2","0","0","3","8",1120,560,1,2015,47.6372,-122.324,2060,3630
"20588",855000,"5",3.25,2630,2550,"2","0","0","3","10",2030,600,9,2015,47.6775,-122.385,1810,2600
"20589",333000,"4",1.5,1260,5758,"2","0","0","3","7",1260,0,16,2015,47.5524,-122.139,3090,10142
"20590",415000,"5",2.5,2550,4500,"2","0","0","3","7",2550,0,6,2015,47.4916,-122.153,2340,4526
