"","MSZoning","LotShape","LandContour","LotConfig","Neighborhood","Condition2","BldgType","HouseStyle","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","HeatingQC","Electrical","KitchenQual","Functional","GarageType","GarageFinish","PavedDrive","SaleType","SaleCondition","MasVnrType.1","BsmtFinType2.1","BsmtFinSF2","MSZoning.1","Foundation.1","BsmtExposure.1","BsmtFinType1.1","Condition1.1","Utilities.1","BsmtQual.1","LandContour.1","LandSlope.1","LotConfig.1","BsmtCond.1","Exterior1st.1","ExterQual.1"
"1248","RL","IR1","Lvl","Inside","Mitchel","Norm","1Fam","SLvl","Gable","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","Av","GLQ","Unf","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","Av","GLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"1249","RM","Reg","Lvl","Inside","OldTown","Norm","1Fam","2.5Unf","Gable","AsbShng","AsbShng","None","TA","TA","BrkTil","Gd","TA","No","Rec","Unf","Fa","SBrkr","TA","Typ","Detchd","Unf","P","WD","Normal","None","Unf",0,"RM","BrkTil","No","Rec","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","AsbShng","TA"
"1250","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","BLQ","Rec","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Rec",96,"RL","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"1251","RL","Reg","Lvl","Corner","NAmes","Norm","1Fam","1Story","Hip","BrkFace","BrkFace","None","Gd","TA","CBlock","TA","TA","No","ALQ","Unf","Ex","SBrkr","Ex","Typ","Attchd","Fin","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","BrkFace","Gd"
"1252","RL","IR1","Lvl","Corner","NridgHt","Norm","TwnhsE","1Story","Gable","VinylSd","Wd Shng","Stone","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","Stone","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","VinylSd","Gd"
"1253","RL","Reg","Lvl","Inside","Mitchel","Norm","1Fam","1Story","Gable","HdBoard","HdBoard","None","TA","TA","CBlock","TA","TA","No","BLQ","Unf","TA","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"1254","RL","IR1","Lvl","Inside","Veenker","Norm","1Fam","2Story","Gable","Wd Sdng","Wd Sdng","None","Gd","TA","CBlock","TA","TA","Gd","LwQ","ALQ","TA","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","None","ALQ",1031,"RL","CBlock","Gd","LwQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","Gd"
"1255","RL","Reg","Lvl","Inside","Edwards","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","BuiltIn","Fin","Y","WD","Normal","Stone","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"1256","RM","Reg","Lvl","Inside","BrkSide","Norm","1Fam","1.5Fin","Gable","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","Fa","No","LwQ","Unf","TA","FuseA","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RM","BrkTil","No","LwQ","Norm","AllPub","TA","Lvl","Gtl","Inside","Fa","Wd Sdng","TA"
"1257","RL","IR1","Lvl","Corner","NoRidge","Norm","1Fam","1Story","Hip","HdBoard","HdBoard","BrkFace","Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","Gd","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","HdBoard","Gd"
"1258","RL","Reg","Lvl","Corner","Edwards","Norm","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","None","TA","TA","PConc","Fa","TA","No","Unf","Unf","Ex","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","PConc","No","Unf","Feedr","AllPub","Fa","Lvl","Gtl","Corner","TA","Wd Sdng","TA"
"1259","RL","IR1","Lvl","Inside","Gilbert","Norm","1Fam","SLvl","Gable","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","Stone","Unf",0,"RL","PConc","Gd","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"1260","RL","Reg","Lvl","FR2","NAmes","Norm","1Fam","1Story","Gable","HdBoard","HdBoard","None","TA","TA","CBlock","Gd","TA","No","ALQ","LwQ","Gd","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","LwQ",438,"RL","CBlock","No","ALQ","Norm","AllPub","Gd","Lvl","Gtl","FR2","TA","HdBoard","TA"
"1261","RL","IR3","Lvl","CulDSac","Gilbert","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","TA","Typ","BuiltIn","Fin","Y","WD","Normal","None","Unf",0,"RL","PConc","No","Unf","RRAn","AllPub","Gd","Lvl","Gtl","CulDSac","TA","VinylSd","TA"
"1262","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Hip","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","Gd","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"1263","RL","Reg","Lvl","Inside","ClearCr","Norm","1Fam","1.5Fin","Gable","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","Av","Unf","Unf","Ex","FuseA","TA","Min2","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","Av","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"1264","RL","Reg","Lvl","Inside","BrkSide","Norm","1Fam","2Story","Gambrel","Wd Sdng","Wd Sdng","None","TA","TA","PConc","TA","TA","No","Unf","Unf","Ex","FuseA","TA","Typ","Detchd","Unf","N","WD","Normal","None","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"1265","RH","Reg","Lvl","Inside","NAmes","Norm","TwnhsE","1Story","Gable","MetalSd","MetalSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","COD","Abnorml","None","Unf",0,"RH","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","MetalSd","Gd"
"1266","FV","Reg","Lvl","FR3","Somerst","Norm","TwnhsE","2Story","Hip","MetalSd","MetalSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Detchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"FV","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","FR3","TA","MetalSd","Gd"
"1267","RM","IR1","Bnk","Inside","OldTown","Norm","2fmCon","2.5Unf","Hip","Wd Sdng","Wd Sdng","None","Fa","TA","CBlock","TA","TA","No","Unf","Unf","TA","FuseF","TA","Typ","Detchd","Unf","N","WD","Normal","None","Unf",0,"RM","CBlock","No","Unf","Feedr","AllPub","TA","Bnk","Gtl","Inside","TA","Wd Sdng","Fa"
"1268","RL","IR1","HLS","Inside","Timber","Norm","1Fam","1Story","Hip","Stucco","CmentBd","None","Ex","TA","PConc","Ex","TA","Gd","Unf","Unf","Ex","SBrkr","Ex","Typ","Attchd","Fin","Y","WD","Normal","None","Unf",0,"RL","PConc","Gd","Unf","Norm","AllPub","Ex","HLS","Gtl","Inside","TA","Stucco","Ex"
"1269","RL","IR1","Lvl","Inside","Crawfor","Norm","1Fam","1.5Fin","Gable","Stucco","Stucco","BrkFace","TA","Gd","CBlock","TA","TA","Mn","Rec","Unf","Ex","SBrkr","Gd","Typ","BuiltIn","Unf","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","Mn","Rec","Norm","AllPub","TA","Lvl","Mod","Inside","TA","Stucco","TA"
"1270","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1.5Fin","Gable","MetalSd","MetalSd","BrkFace","TA","TA","CBlock","TA","TA","No","BLQ","Unf","TA","FuseA","TA","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","BLQ","Feedr","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"1271","RL","Reg","Low","Inside","ClearCr","Norm","1Fam","1Story","Shed","Plywood","Plywood","None","Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf","TA","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","None","Unf",0,"RL","PConc","Gd","GLQ","Norm","AllPub","Gd","Low","Sev","Inside","TA","Plywood","Gd"
"1272","RL","IR1","Lvl","Inside","NWAmes","Norm","1Fam","1Story","Hip","BrkFace","BrkFace","None","TA","TA","CBlock","TA","TA","No","Unf","Unf","Gd","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","Unf","PosN","AllPub","TA","Lvl","Gtl","Inside","TA","BrkFace","TA"
"1273","RL","IR1","Lvl","CulDSac","Sawyer","Norm","1Fam","1Story","Hip","HdBoard","Plywood","BrkFace","TA","TA","CBlock","TA","TA","No","BLQ","LwQ","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","LwQ",375,"RL","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","CulDSac","TA","HdBoard","TA"
"1274","RL","IR1","Lvl","Corner","Edwards","Norm","1Fam","SLvl","Gable","Plywood","Plywood","BrkFace","TA","TA","CBlock","TA","TA","Av","ALQ","Unf","Gd","SBrkr","Ex","Typ","Basment","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","Av","ALQ","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","Plywood","TA"
"1275","RL","Reg","Lvl","Corner","Crawfor","Norm","1Fam","1.5Fin","Gable","Wd Sdng","Wd Shng","None","TA","TA","PConc","TA","TA","No","Unf","Unf","Ex","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","Wd Sdng","TA"
"1276","RL","Reg","Lvl","Corner","NAmes","Norm","Duplex","2Story","Gable","AsbShng","AsbShng","Stone","TA","TA","CBlock","TA","TA","No","Rec","Unf","Gd","FuseA","TA","Typ","Detchd","Unf","Y","WD","Normal","Stone","Unf",0,"RL","CBlock","No","Rec","Feedr","AllPub","TA","Lvl","Gtl","Corner","TA","AsbShng","TA"
"1277","RL","IR1","Lvl","CulDSac","NWAmes","Norm","1Fam","2Story","Gable","HdBoard","Plywood","None","TA","TA","CBlock","TA","Gd","No","BLQ","Unf","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","CulDSac","Gd","HdBoard","TA"
"1278","RL","IR1","Lvl","CulDSac","NWAmes","Norm","1Fam","SLvl","Gable","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","Gd","TA","Av","ALQ","Unf","Fa","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","Av","ALQ","Norm","AllPub","Gd","Lvl","Gtl","CulDSac","TA","HdBoard","TA"
"1279","RL","Reg","Lvl","Inside","CollgCr","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","BrkCmn","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkCmn","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"1280","C (all)","Reg","Lvl","Inside","IDOTRR","Norm","1Fam","1.5Fin","Gable","MetalSd","MetalSd","None","TA","Gd","CBlock","TA","TA","No","Unf","Unf","TA","FuseA","TA","Typ","Detchd","RFn","Y","COD","Abnorml","None","Unf",0,"C (all)","CBlock","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"1281","RL","IR1","Lvl","Inside","CollgCr","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"1282","RL","IR1","Lvl","CulDSac","Timber","Norm","1Fam","1Story","Hip","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","Gd","TA","No","ALQ","Unf","TA","SBrkr","TA","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","Gd","Lvl","Gtl","CulDSac","TA","HdBoard","TA"
"1283","RL","IR1","Lvl","Inside","CollgCr","Norm","1Fam","1Story","Gable","HdBoard","HdBoard","None","TA","TA","CBlock","Gd","TA","Mn","LwQ","Rec","TA","SBrkr","Gd","Typ","Detchd","Unf","Y","WD","Normal","None","Rec",144,"RL","CBlock","Mn","LwQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","HdBoard","TA"
"1284","RL","Reg","Low","Corner","Mitchel","Norm","Duplex","2Story","Mansard","MetalSd","Wd Shng","None","TA","TA","CBlock","TA","TA","Av","Unf","Unf","TA","SBrkr","TA","Typ","2Types","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","Av","Unf","Norm","AllPub","TA","Low","Gtl","Corner","TA","MetalSd","TA"
"1285","RL","Reg","Lvl","Inside","SWISU","Norm","1Fam","1.5Fin","Gable","Wd Sdng","Wd Shng","None","TA","TA","PConc","TA","TA","No","Unf","Unf","Ex","SBrkr","Gd","Min2","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","PConc","No","Unf","Feedr","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"1286","RM","Reg","Lvl","Inside","BrkSide","Norm","1Fam","1.5Fin","Gable","MetalSd","MetalSd","None","TA","Fa","CBlock","TA","TA","No","Unf","Unf","Ex","FuseF","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RM","CBlock","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"1287","RL","Reg","Lvl","Inside","NWAmes","Norm","1Fam","1Story","Hip","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ","Rec","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","Rec",81,"RL","CBlock","No","ALQ","Feedr","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"1288","RL","IR1","Low","Inside","ClearCr","Norm","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","BrkCmn","TA","Gd","CBlock","TA","TA","Av","Rec","Unf","Fa","SBrkr","TA","Typ","Attchd","Unf","N","WD","Normal","BrkCmn","Unf",0,"RL","CBlock","Av","Rec","Norm","AllPub","TA","Low","Mod","Inside","TA","Wd Sdng","TA"
"1289","RL","IR1","Lvl","Inside","StoneBr","Norm","TwnhsE","1Story","Gable","CemntBd","CmentBd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Ex","Typ","Attchd","Fin","Y","WD","Normal","None","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","CemntBd","Gd"
"1290","RL","IR1","Lvl","Inside","NridgHt","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","Mn","Unf","Unf","Ex","SBrkr","Ex","Typ","BuiltIn","Fin","Y","New","Partial","Stone","Unf",0,"RL","PConc","Mn","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"1291","RL","IR1","Lvl","Corner","NAmes","Norm","1Fam","SLvl","Hip","Wd Sdng","HdBoard","BrkFace","TA","TA","PConc","TA","TA","Av","GLQ","Unf","TA","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","Av","GLQ","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","Wd Sdng","TA"
"1292","RM","Reg","Lvl","Inside","BrDale","Norm","Twnhs","2Story","Gable","CemntBd","CmentBd","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ","Unf","TA","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RM","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","CemntBd","TA"
"1293","RM","Reg","Lvl","Corner","OldTown","Norm","1Fam","2Story","Gable","Wd Sdng","Wd Sdng","None","TA","TA","Stone","TA","TA","No","Unf","Unf","TA","SBrkr","TA","Min2","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RM","Stone","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","Wd Sdng","TA"
"1294","RL","Reg","Lvl","Inside","NWAmes","Norm","1Fam","2Story","Gable","HdBoard","HdBoard","None","TA","TA","PConc","Gd","TA","No","GLQ","Unf","TA","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","HdBoard","TA"
"1295","RL","Reg","Lvl","Inside","Edwards","Norm","1Fam","1Story","Hip","WdShing","Plywood","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","TA","SBrkr","TA","Typ","Detchd","Unf","N","WD","Normal","None","Unf",0,"RL","CBlock","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","WdShing","TA"
"1296","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Hip","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","Av","BLQ","Unf","Gd","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","Av","BLQ","Feedr","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"1297","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Hip","MetalSd","MetalSd","BrkFace","TA","Gd","CBlock","TA","TA","Mn","ALQ","Unf","Gd","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","Mn","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"1298","RM","Reg","Lvl","Inside","Edwards","Norm","TwnhsE","SFoyer","Gable","VinylSd","VinylSd","BrkFace","TA","TA","PConc","Gd","TA","Gd","GLQ","Unf","Gd","SBrkr","TA","Typ","Basment","Fin","Y","New","Partial","BrkFace","Unf",0,"RM","PConc","Gd","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","TA"
"1299","RL","IR3","Bnk","Corner","Edwards","Norm","1Fam","2Story","Hip","Stucco","Stucco","Stone","Ex","TA","PConc","Ex","TA","Gd","GLQ","Unf","Ex","SBrkr","Ex","Typ","Attchd","Fin","Y","New","Partial","Stone","Unf",0,"RL","PConc","Gd","GLQ","Feedr","AllPub","Ex","Bnk","Gtl","Corner","TA","Stucco","Ex"
"1300","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Hip","BrkFace","BrkFace","None","TA","TA","CBlock","TA","TA","No","LwQ","Rec","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","None","Rec",906,"RL","CBlock","No","LwQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","BrkFace","TA"
"1301","RL","IR1","Lvl","CulDSac","Gilbert","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","None","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","CulDSac","TA","VinylSd","Gd"
"1302","RL","IR1","Bnk","Inside","Crawfor","Norm","1Fam","2Story","Gable","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","BLQ","Unf","Fa","SBrkr","Gd","Typ","Attchd","Unf","P","WD","Normal","None","Unf",0,"RL","CBlock","No","BLQ","Norm","AllPub","TA","Bnk","Gtl","Inside","TA","Wd Sdng","TA"
"1303","RL","Reg","Lvl","Inside","NoRidge","Norm","1Fam","2Story","Hip","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"1304","RL","Reg","Lvl","Inside","Somerst","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","Av","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"1305","RM","Reg","Lvl","Inside","Edwards","Norm","TwnhsE","2Story","Gable","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Maj1","Detchd","Unf","Y","WD","Normal","Stone","Unf",0,"RM","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"1306","RL","IR1","Lvl","Corner","NridgHt","Norm","1Fam","1Story","Hip","VinylSd","VinylSd","Stone","Gd","TA","PConc","Ex","TA","No","GLQ","Unf","Ex","SBrkr","Ex","Typ","Attchd","Fin","Y","WD","Normal","Stone","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Ex","Lvl","Gtl","Corner","TA","VinylSd","Gd"
"1307","RL","IR1","Lvl","Inside","NridgHt","Norm","TwnhsE","1Story","Gable","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","New","Partial","Stone","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"1308","RL","Reg","Lvl","Inside","CollgCr","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","Gd","PConc","Gd","Gd","No","ALQ","Unf","Ex","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","PConc","No","ALQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","Gd","VinylSd","TA"
"1309","RM","Reg","Lvl","Inside","OldTown","Norm","1Fam","1Story","Gable","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","GLQ","ALQ","Ex","SBrkr","Gd","Typ","Attchd","Unf","Y","WD","Normal","None","ALQ",608,"RM","CBlock","No","GLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"1310","RL","Reg","Lvl","Inside","SawyerW","Norm","1Fam","1Story","Gable","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","Gd","TA","No","GLQ","Unf","Gd","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","HdBoard","TA"
"1311","RL","Reg","Lvl","Inside","Crawfor","Norm","1Fam","1Story","Gable","BrkFace","HdBoard","None","Gd","Gd","PConc","Gd","TA","Av","GLQ","Unf","TA","SBrkr","Ex","Typ","Attchd","Fin","Y","WD","Normal","None","Unf",0,"RL","PConc","Av","GLQ","PosA","AllPub","Gd","Lvl","Gtl","Inside","TA","BrkFace","Gd"
"1312","RL","Reg","Lvl","Inside","CollgCr","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","New","Partial","BrkFace","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"1313","RL","IR1","Lvl","Inside","NoRidge","Norm","1Fam","2Story","Gable","Wd Sdng","Wd Sdng","BrkFace","Gd","TA","PConc","Ex","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Ex","Lvl","Gtl","Inside","TA","Wd Sdng","Gd"
"1314","RL","IR1","Lvl","Corner","NoRidge","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","BuiltIn","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","VinylSd","Gd"
"1315","RL","Reg","Lvl","Inside","Edwards","Norm","1Fam","1Story","Hip","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","Ex","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"1316","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","2Story","Gable","HdBoard","HdBoard","None","TA","TA","CBlock","Fa","TA","Mn","ALQ","LwQ","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","LwQ",276,"RL","CBlock","Mn","ALQ","Norm","AllPub","Fa","Lvl","Gtl","Inside","TA","HdBoard","TA"
"1317","RL","IR1","Lvl","Inside","CollgCr","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","Stone","Gd","TA","PConc","Ex","TA","Gd","Unf","Unf","Ex","SBrkr","Ex","Typ","Attchd","RFn","Y","WD","Normal","Stone","Unf",0,"RL","PConc","Gd","Unf","Norm","AllPub","Ex","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"1318","FV","Reg","Lvl","Corner","Somerst","Norm","TwnhsE","1Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Ex","Gd","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","New","Partial","None","Unf",0,"FV","PConc","No","Unf","Norm","AllPub","Ex","Lvl","Gtl","Corner","Gd","VinylSd","Gd"
