"","racepctblack","racePctWhite","medIncome","pctWWage","pctWInvInc","pctWPubAsst","medFamInc","perCapInc","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctOccupMgmtProf","MalePctDivorce","FemalePctDiv","TotalPctDiv","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctKidsBornNeverMar","PctLargHouseFam","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","PctHousOwnOcc","PctVacantBoarded","PctHousNoPhone","PctWOFullPlumb","MedRentPctHousInc","LemasPctOfficDrugUn","murdPerPop","rapes","rapesPerPop","robbbPerPop","assaultPerPop","burglaries","burglPerPop","larcPerPop","autoTheftPerPop","arsonsPerPop","ViolentCrimesPerPop","nonViolPerPop"
"1746",2.84,93.48,36289,74.6,57.92,3.76,44436,17968,5.58,5.34,15.97,26.1,5.76,60.93,34.44,7.24,9.75,8.6,80.92,80.4,89.12,78.37,1.18,2.88,74.21,0.85,41.42,3,64.8,0.58,0.78,0.18,23.2,0,0,4.00243173683333,22.5852904221643,54.23,165.28,132,340.89,3633.59,87.81,18.08,182.665259859144,4080.37
"1747",29.58,66.8,31741,79.28,37.73,6.18,39358,17028,14.79,7.23,20.85,31.07,5.49,64.47,36.19,12.29,16.34,14.39,63.68,52.06,65.04,65.78,9.52,9.53,65.94,8.67,53.15,2,60.86,11.98,2.76,0.25,29.4,0,0,3,27.2,870.43,861.37,344,3119.05,6192.76,1622.99,18.13,1759,10952.94
"1748",2.25,88.1,21301,70.77,41.57,9.86,28976,11247,19.34,8.91,21.07,16.25,9.18,50.67,25.04,11.55,13.87,12.69,69.13,67.37,74.7,72.91,2.26,5.49,58.7,4.27,54.81,2,56.59,3.93,6.03,0.46,25.6,0,0,40,134.82,84.26,684.22,435,1466.18,5814.15,273.01,70.78,903.3,7624.12
"1749",1.14,90.19,46508,84.96,60.12,2.19,55619,20345,3.26,6.78,14.97,30.88,3.26,71.1,32.74,5.73,8.19,6.98,86.27,85.22,93.11,88.68,0.73,4.84,74.26,3.08,40.67,3,69.07,0.45,0.99,0.25,24.3,0,0,7.03152727689843,14.4229604100017,33.52,102.42,188,350.09,2549.35,143.39,5.59,241.187747237607,3048.42
"1750",9.34,82.13,28734,87.11,19.47,6.28,29883,9710,13.67,13.37,35.63,5.85,5.17,70.19,14.4,13.36,17.64,15.55,71.45,65.75,80.85,70.67,2.38,8.8,59.2,9.98,42.73,3,58.71,6.08,9.86,1.25,26.7,0,5.18,19,98.34,186.34,1718.43,257,1330.23,3845.76,688.41,119.05,2008.28,5983.44
"1751",4.43,94.82,22750,65.45,40.79,10.42,30279,13825,18.12,16.96,32.08,20.35,6.41,50.38,26.89,10.62,14.77,12.94,70.75,67.48,82.81,72.38,1.7,2.5,65.64,1.23,45.94,3,62.91,1.89,7.72,0.21,23.6,0,5.12,5,12.79,81.89,470.85,405,1036.39,4421.93,353.14,38.38,570.65,5849.84
"1752",17.23,79.02,50228,85.09,56.42,2.44,55400,19592,2.43,6.93,17.95,28.33,4.59,68.42,34.92,7.52,10.21,8.93,82.75,79.79,93.19,84.3,1.3,4.38,83.32,0.99,30.62,3,79.72,0,0.33,0,24.8,0,3.59,2,7.18,35.91,35.91,129,463.21,1939.03,165.18,7.18,82.59,2574.6
"1753",0.72,98.29,48986,84.69,45.67,3.8,55524,19373,3.63,1.41,7.03,32.79,6.62,70.29,34.49,6.73,10.23,8.53,82.55,81.99,92.49,85.67,0.78,5.38,82.26,0.94,34.95,3,77.39,5.68,0.21,0.23,29,0,0,1,4.37,8.73,165.96,89,388.7,1624.67,152.86,0,179.06,2166.22
"1754",28.49,68.81,25029,76.99,27.95,9.2,28364,11115,16.27,9.43,29.16,11.94,5.81,60.19,20.61,15.62,18.46,17.1,61.24,54.28,68.32,59.71,7.7,6.61,57.29,5.97,54.14,2,56.31,3.21,8.16,0.3,27.1,10.7,8.57,16,45.73,403.01,983.22,1041,2975.39,5419.16,634.52,20.01,1440.54,9049.08
"1755",7.85,63.76,25773,79.74,31.57,6.59,29920,10268,21.54,23.45,41.17,9.4,6.18,64.63,15.13,10.69,13.75,12.28,72.11,66.33,79.26,74.92,2.04,9.8,54.83,13.65,53.37,2,55.23,5.19,12.95,0.66,24.8,0,4.56,6,27.36,296.38,870.91,258,1176.42,5713.37,424.06,319.18,1199.22,7633.03
"1756",1.6,86.34,48219,76.14,55.02,4.74,53295,19930,4.37,4.53,12.15,27.19,3.68,62.6,34.4,8.4,11.51,9.99,82.98,80.68,91.47,87.54,1.32,8.63,72.34,5.07,41.38,3,72.17,0,0.52,0.03,29.4,0,0,13,22.8,71.91,175.38,263,461.25,1385.5,149.07,28.06,270.09,2023.89
"1757",1.82,89.47,19005,78.55,35.75,9.49,28279,10584,32.03,5.03,14.36,31.76,9.2,55.23,26.74,7.78,13.86,10.82,61.4,61.02,73.9,62.51,3.52,4.84,34.31,4.73,58.4,2,32.86,1.14,3.26,0.23,35.1,0,2.28,33,75.24,107.16,264.47,601,1370.24,4521.1,364.79,57,449.15,6313.13
"1758",0.37,98.68,50987,89.62,48.49,2.24,52606,17509,2.93,3.3,10.12,22.91,4.96,70.64,30.74,5.88,6.95,6.42,90.14,88.77,97.47,86.38,0.66,5.45,91.4,1.28,31.2,3,89.85,0.71,0.16,0.36,24.1,0,4.61,1,4.61,4.61,101.33,105,483.6,1561.35,73.69,0,115.14,2118.64
"1759",49.59,49.62,24055,76.67,28.13,11.28,29489,12593,18.09,13.64,33.07,16.67,5.66,62.47,23.99,10.49,14.76,12.89,58.43,52.52,62.85,63.41,9.71,5.35,53.63,4.22,48.63,3,52.64,1.84,8.66,0.65,25.4,3.54,26.49,25,47.3,384.05,817.28,1356,2565.36,6165.58,442.7,18.92,1275.11,9192.55
"1760",26.32,73.22,16853,64.89,26.56,13.89,19341,8145,32.89,21.67,41.04,9.98,12.87,42.59,19.83,8.96,12.96,11.15,67.21,61.49,73.55,69.17,3.23,7.76,66.24,5.05,40.92,3,67.57,6.51,11.45,0.13,28,0,16.74,4,33.47,58.57,1096.14,195,1631.66,5045.6,125.51,25.1,1204.92,6827.88
"1761",18.93,79.72,22532,73.05,34.14,8.34,28544,11620,15.4,8.92,28.83,9.53,8.71,58.39,17.79,12.93,15.74,14.45,62.66,59.05,76.72,70.49,4.51,5.55,60.72,2.11,50.29,2,57.48,0.81,7.5,0.25,24.4,0,9.9,29,95.7,82.5,102.3,465,1534.45,4834.35,395.99,6.6,290.39,6771.38
"1762",4.89,91.94,20891,68.87,43.07,10.55,29169,12106,19.98,9.83,26.12,19.83,8.21,52.77,27.52,11.37,13.93,12.76,62.93,61.71,67.84,71.37,3.48,4.07,48.99,1.37,53.42,2,44.42,4.03,7.18,0.83,29.3,4.41,5.88,18,35.26,121.45,121.45,329,644.47,5196.87,11.75,17.63,284.04,5870.71
"1763",2.5,97,21904,63.05,35.58,10.3,29304,12711,18.06,11.99,29.76,14.24,7.23,46.42,26.08,10.21,14.55,12.63,70.07,67.12,80.05,81.04,1.43,2.13,67.34,1.05,48.53,3,65.33,3.25,7.89,0.45,24.3,0,0,7,28.59,20.42,465.53,193,788.14,2552.27,200.1,0,514.54,3540.51
"1764",0.86,95.09,50684,85.12,51.62,3.28,55726,17330,2.61,6.03,20.92,17.93,5.12,66.78,24.79,4.78,7.62,6.27,89.08,85.02,97.54,91.31,0.87,6.38,92.65,1.11,26.43,3,89.24,2.67,0.63,0.08,32.2,0,0,0,0,4.35,65.24,69,300.1,904.66,108.73,4.35,69.59,1317.85
"1765",16.27,77.07,27042,81.09,36.47,5.25,30909,12687,11.25,5.06,17.72,16.81,6.58,63.72,23.06,12.37,17.14,14.9,68.72,64.87,76.18,71.97,3.28,4.14,64.16,3.69,42.62,3,62.98,1.59,5.52,0.38,24.5,8.79,1.86,36,66.91,135.69,308.54,716,1330.83,3890.26,578.06,18.59,513,5817.74
"1766",39.97,59.43,20478,71.03,20.51,10.49,24575,9954,22.21,18.64,40.9,10.62,8.83,55.08,18.53,12.83,16.74,14.99,58.74,51.31,67.6,66.22,7.62,5.45,56.47,4.73,50.57,2,55.09,2.34,8.87,0.49,26.5,0,6.86,29,99.5,144.1,566.12,377,1293.49,2950.66,545.53,48.5996925307929,816.58,7521.72686070202
"1767",7.45,92.17,26867,66.9,48.97,7.19,31891,12676,9.99,6.32,22.32,11.34,7.39,52.87,22.04,6.85,9.04,8.02,73.97,72.37,75.26,78.52,2.24,2.09,83.28,0.79,41.79,3,80.87,2.26,1.07,0.27,25.8,0,8.54,2,8.54,115.32,337.4,94,401.47,2284.96,1618.69,12.81,469.8,4317.93
"1768",8.95,90.29,14839,54.78,32.34,16.08,20277,8500,26.94,14.54,35.82,7.24,14.17,40.07,16.64,10.27,12.51,11.54,60.67,57.53,63.66,72.96,5.01,3.94,51.16,1.2,52.11,2,47.73,0.89,8.99,1.09,26.3,0,0,19,69.44,175.42,449.51,296,1081.75,2784.78,226.58,36.55,694.37,4129.66
"1769",7.05,87.15,20364,66.27,32.77,7.96,25282,10527,21.68,15.3,32.93,12.1,6.56,53.38,21.52,10.52,13.23,12.01,73.35,70.23,77.94,75,1.46,4.34,61.46,3.81,53.23,2,62.73,5.38,12.39,0.73,26.4,0,6.93,5,34.65,90.1,145.54,157,1088.09,3499.9,207.91,13.86,277.22,4809.76
"1770",0.4,95.31,24685,66.93,46.43,8.42,30585,12919,13.89,5.96,20.41,14.37,7.46,53.27,23.36,12.29,15.85,14.17,68.28,66.6,77.49,69.06,1.74,3.69,62.4,2.32,47.98,3,60.14,2.33,3.93,0.57,27,0,10.41,14,72.84,78.04,78.04,177,920.87,5228.66,244.52,67.63,239.32,6461.68
"1771",2.68,80.56,31701,77.63,34.34,13.19,35884,13572,12.98,10.05,25.21,15.82,8.9,58.57,24.01,11.24,15.96,13.72,73.47,70.49,80.7,76.98,2.73,7.88,58.9,8.57,44.52,3,58.46,1.2,2.34,0.49,29.1,7.37,6.77,80,45.14,200.85,560.81,2555,1441.52,4140.62,898.76,160.23,813.57,6641.13
"1772",14.88,84.64,24966,69.54,42.02,5.08,30582,12121,10.67,14.93,34.99,7.21,6.09,54.76,17.42,12.21,14.08,13.24,65.99,61.46,73.61,71.55,2.03,2.54,73.03,1.51,44.16,3,69.67,1.99,3.42,0.52,25.8,0,0,11,70.29,306.73,255.61,178,1137.45,2147.1,728.48,0,632.63,4013.04
"1773",0.14,99.53,25344,70.8,44.12,5.9,32101,11602,9.05,15.15,30.9,12.48,6.44,53.19,22.72,7.18,7.34,7.27,81.85,79.19,96.74,81.49,0.94,3.19,78.87,0.72,34.51,3,75.3,5.88,1.38,0.39,25.7,0,0,2,17.9,35.79,125.28,78,697.99,2425.06,187.92,8.95,178.97,3319.91
"1774",29.05,61.48,20825,74.93,29.18,9.45,25559,12399,24.24,13.74,29.99,21.08,8.93,57.14,28.4,14.85,17.6,16.29,57.24,51.45,68.53,54.95,7.15,5.77,43.84,6.1,69.03,2,41.96,7.57,10.76,0.78,27.1,4.29,39.78,56,92.81,490.56,1133.6,975,1615.87,6370.67,1277.78,99.44,1756.74,9363.76
"1775",7.65,88.71,31394,74.21,45.39,7.61,38265,15724,9.98,6.76,22.16,15.23,7.05,57.27,23.66,10.81,14.65,12.89,70.24,69.47,79.19,75,1.81,3.19,74.03,1.72,47.07,3,68.12,6.27,2.7,0.31,24,0,0,18.0589876836931,38.1786132817581,151.34,305.53,247,705.29,5962.14,616.77,22.84,348.021347034689,7307.04
"1776",0.42,83.69,86674,82.98,75.24,1.84,95602,40660,1.44,1.53,5.01,57.87,2.86,62.66,57.92,5.54,7.57,6.59,89.97,89.2,96.2,91.92,0.1,3.32,91.24,1.45,13.56,4,89.43,1.13,0.09,0.07,25.4,0,0,4,13.33,43.33,116.65,178,593.23,1106.48,46.66,6.67,173.3,1753.04
"1777",0.16,98.49,36693,79.27,53.73,4.67,41298,15487,3.72,3.45,16.57,20.53,5.12,65.58,26.43,7.37,12.05,9.87,81.78,81.64,90.5,77.79,0.43,4.39,88.12,1.3,31.45,3,85.18,0,0.23,0,24.8,0,0,6.8874709195003,15.7924702609654,66.05,102.08,48,288.24,1717.41,168.14,0,188.242376313444,2173.78
"1778",1.39,95.12,33120,73.27,49.22,6.08,43414,19038,6.64,5.66,20.55,15.4,3.35,62.77,23.7,8.86,12.3,10.72,70.2,67.74,78.66,68.74,2.09,3.57,63.37,2.11,43.32,3,60.32,0.57,1.28,0,28.9,0,0,0,0,92.2,221.28,198,1825.56,3918.5,175.18,0,313.48,5919.23
"1779",8.91,78.84,40679,85.72,40.04,6.56,43574,14490,6.09,5.15,17.65,16.86,4.9,60.2,22.74,8.34,13.78,10.72,76.5,74.45,83.58,77.12,2.47,5.45,65.71,4.87,35.67,3,64.48,0.48,1.85,0.2,27.3,0,1.2,20,23.97,89.9,318.85,563,674.86,2878.03,261.31,32.36,433.92,3846.57
"1780",2.45,89.88,24636,86.41,60.03,3.03,36478,11347,24.12,2.31,4.86,54.14,4.29,62.21,38.55,3.43,6.3,4.76,82.88,82.23,88.35,80.83,1.51,2.53,48.57,3.17,57.19,2,44.1,2.92,1.47,0.32,30,0,2.14,16,34.21,10.69,44.89,144,307.85,2969.47,147.51,27.2536492073159,91.93,3138.46582371918
"1781",1.32,88.01,18627,77.79,26.62,9.56,24212,10034,17.24,6.54,27.29,9.56,7.93,64.04,16.36,17.72,18.75,18.25,60.38,59.94,62.62,62.84,3.48,5.88,40.33,6.11,72.63,2,38.91,3.02,7.08,0.22,24.1,0,0,7,61.15,192.17,349.41,239,2087.7,10945.14,1048.22,61.15,602.73,14142.21
"1782",0.55,98.01,56115,87.09,64.16,1.76,61409,24583,2.97,2.33,8.6,43.2,3.69,71.78,42.26,7,9.83,8.46,86.58,86.16,94.17,87.41,0.51,3.45,87.86,0.6,29.07,3,84.29,1.2,0.32,0,26.4,0,0,1,4.98,24.88,14.93,103,512.57,2030.36,114.46,4.98,44.79,2662.35
"1783",0.55,98.37,41919,79.27,46.06,5.08,48669,17781,3.93,5.59,19.43,16.23,5.8,64.27,26.48,6.33,8.77,7.62,82.07,80.07,95.1,85.95,0.75,5.06,83.29,0.88,38.95,3,77.75,0.83,0.37,0.25,25.2,0,0,2,7.39,70.22,413.93,155,572.84,395.45,537.993315781277,21.949945700372,491.54,2999.17841788549
"1784",21.89,69.07,41472,86.8,50.03,3.06,50812,25509,7.09,6,13.09,48.55,3.5,76.42,47.71,12.82,15.93,14.47,65.23,60.72,77.59,61.34,7.23,4.71,41.45,5,71.17,2,40.48,0.58,2.21,0.34,25.4,10.12,7.89,33,28.94,329.78,292.94,921,807.79,4983.55,849.89,27.19,659.56,6668.42
"1785",19.44,79.4,27065,78.27,36.69,6.95,32478,13928,9.3,10.33,26.53,16.5,4.88,64.77,19.71,9.89,12.43,11.27,70.83,64.02,86.79,65.76,4.37,3.46,67.99,2.68,41.18,3,67.44,2.45,5.75,0.13,24.1,0,0,7,66.54,370.72,855.51,135,1283.27,5874.52,655.89,0,1292.78,7813.69
"1786",12.26,85.3,39887,89.09,41.65,3.66,44626,17574,6.14,7.61,17.31,28.55,2.11,77.4,33.31,10.75,14.64,12.8,76.58,74.16,88.38,80.02,2.95,3.67,57.57,1.51,43.91,3,55.12,0.31,2.63,0.13,26.5,5.03,5.01,8,40.05,20.02,85.1,54,270.32,2042.45,115.14,5.01,150.18,2432.92
"1787",5.38,90.53,48121,93.32,45.68,1.79,49768,17237,2.53,2.17,9.43,27.42,3.14,78.55,34.06,6.56,8.75,7.67,89.58,87.43,95.14,88.05,1.2,4.15,87.75,2.67,10.84,3,87.95,2.03,0.98,0.11,23.6,0,0,8,25.22,28.37,296.29,251,791.15,2023.58,107.17,15.76,349.87,2937.65
"1788",1.76,92.73,43172,79.62,56.62,3.15,51252,19739,5.04,7.91,20.49,28.19,5.15,63.16,33.97,6.29,8.45,7.44,84,82.27,94.6,78.22,0.54,4.41,75.24,1.37,47.35,3,67.33,1.23,0.54,0.05,24.2,0,3.63,3,10.89,87.13,177.9,198,718.85,1288.85,446.56,54.46,279.55,2508.71
"1789",0.34,94.54,23887,73.54,30.39,13.66,28750,10718,20.43,9.99,27.43,8.56,10.15,52.87,15.84,15.51,18.98,17.28,63.74,60.52,58.34,70.07,5.42,4.48,54.03,5.2,55.85,2,53.12,6.38,8.48,1.44,25,0,0,30,241.06,136.6,361.59,191,1534.75,6034.55,498.19,88.39,739.25,8155.89
"1790",0.16,80.6,16922,72.27,16.86,24.49,17999,5586,38.96,43.86,59.01,8.54,18.14,42.59,19.61,6.27,10.79,8.68,70.46,62.72,70.62,71.76,3.45,24.21,70.41,29.78,59.3,2,71.95,6.62,17.51,2.07,30,0,6.78,7,47.46,54.24,176.27,270,1830.51,6515.25,576.27,0,284.75,8922.03
"1791",8.52,88.25,27352,67.62,42.96,5.28,33995,16303,11.01,8.59,27.12,15.71,6.05,55.91,24.69,12.35,13.98,13.22,70.56,66.08,78.01,72.5,2.83,4.61,67.94,5.94,69,2,64.68,1.7,4.01,0.32,30.7,14.39,7.09,42,33.1,374.31,408.2,2287,1802.21,5437.35,1026.79,16.55,822.7,8282.9
"1792",25.78,72.13,20747,67.59,39.11,13.75,27484,12580,21.42,9.03,27.55,20.12,9.07,50.78,28.24,10.55,12.59,11.66,55.81,52.24,62.44,59.45,7.78,4.68,57.85,1.95,54.95,2,52.25,13.33,2.92,0.58,28.7,8.62,22.55,226,63.7,784.71,391.51,4611,1299.68,3669.03,1833.81,94.42,1262.47,6896.95
"1793",1.14,97.54,43888,72.61,63.59,2.9,53111,22246,2.7,9.52,19.99,28.27,3.46,59.41,35.86,5.37,8.27,6.95,82.44,80.92,92.58,85.78,0.76,2.53,84.09,0.47,37.93,3,79.48,0.31,0.52,0.06,27.3,0,0,3,11.68,85.67,112.93,116,451.71,1841.9,373.83,7.79,210.28,2675.23
"1794",0.91,97.86,31270,81.94,40.09,6.02,37541,12728,8.91,9.92,23.54,14.17,3.33,67.75,24.47,9.58,14.57,12.31,75.31,74.58,83.92,81.36,1.27,4.42,63.38,1.59,46.91,3,56.21,0,1.54,0.11,24.5,0,0,5,22.75,122.84,318.49,152,691.57,4340.51,254.79,0,464.08,5286.86
"1795",0.51,99.02,34183,70.02,65.55,2.43,42345,17917,6.66,4.25,13.26,29.31,4.11,55.91,34.04,6.8,8.66,7.82,83.3,83.33,86.57,78.69,0.55,2.38,78.91,0.36,39.38,3,71.5,1.6,1.12,0,26.3,0,0,3,21.27,7.09,14.18,9,63.81,616.85,163.07,0,42.54,843.73
"1796",1.4,92.76,39905,75.39,53.95,3.23,48033,18950,4.7,12.35,27.14,20.43,4.71,62.31,26.96,6.72,8.98,7.93,81.63,80.21,89.64,83.87,1.16,3.93,66.1,2.13,51.65,2,60.81,0.42,1.54,0.19,24,9.86,0,8,10.75,96.79,98.14,438,588.82,1884.76,604.95,6.72,205.68,3085.26
"1797",1.85,96.6,39886,79.25,41.21,7.01,45212,15882,5.75,4.26,15.79,22.32,7.16,63.87,26.75,7.92,10.91,9.47,78.57,77.34,87.46,77,2.1,4.98,77.2,1.44,41.15,3,73.49,4.86,1.1,0.2,29.1,0,2.06,14,28.86,22.68,843.23,464,956.62,2080.24,156.69,2.06,896.83,3195.61
"1798",0.98,93.3,26826,85.33,50.49,3.62,37491,13439,16.95,3.6,8.55,42.71,5.64,64.74,35.19,7.58,11.36,9.49,78.2,77.78,89.08,76.25,1.3,3.36,58.03,2.02,48.09,3,52.68,0.84,2.39,0.31,30.8,0,0.99,68,67.05,25.64,289.9,760,749.39,3398.87,169.6,26.62,383.57,4344.48
"1799",0.23,98.28,37082,75.69,56.31,4.61,42905,18695,4.8,8.52,23.89,22.57,4.91,63.54,30.45,6.01,8.6,7.38,81.9,81.77,88.78,83.84,1.6,2.89,71.39,0.72,43.11,3,64.52,1.23,0.92,0.08,25.8,0,0,8,42.98,16.12,16.12,100,537.26,2509,719.93,5.37,75.22,3771.56
"1800",0.62,35.44,29770,80.37,28.07,17.5,30905,9796,20.02,26.03,46.16,9.96,8.41,56.21,15.41,6.57,10.97,8.81,74,66.59,80.16,78,5.27,23.14,46.02,35.92,69.7,2,49.32,2.77,3.2,0.99,30.7,0,15.3,10,19.13,506.84,721.05,631,1206.85,1707.95,864.49,19.13,1262.31,3798.41
"1801",0.5,95.98,23579,72.63,52.55,4.78,32188,12898,17.35,3.04,9.95,42.71,6.19,58.98,37.43,11.46,17.16,14.49,64.16,65.55,80.62,60.65,1.66,2.42,56.82,1.88,56.37,2,51.58,0.28,4.35,0.65,29.9,0,5.8,5,28.98,63.76,46.37,154,892.6,4474.58,197.07,69.55,144.9,5633.8
"1802",20.39,76.19,41670,75.4,56.26,1.99,49597,21428,11.12,4.96,14.97,36.73,4.8,62.12,39.5,8.74,11.19,10.06,76.42,72.66,84.01,72.78,2.78,7.22,87.49,6.35,44.16,3,86.36,0,0.76,0.66,29.2,0,0,2,18.16,962.32,444.85,314,2850.66,4775.31,1933.73,9.08,1425.33,9568.77
"1803",12.86,83.17,27708,80.8,36.19,4.59,32611,15273,10.36,7.27,21.69,17.46,4.61,69.27,21.62,17.01,19.08,18.04,63.04,59.9,70.87,56.28,6.27,3.61,49.64,6.27,78.2,2,49.29,2.08,5.69,0.32,27.7,0,6.76,27,91.2,604.65,905.28,970,3276.58,8242.13,1675.45,6.76,1607.89,13200.92
"1804",2.15,97.31,19343,69.52,32.47,8.66,23860,10160,19.72,16.46,36.54,7.94,11.23,53.61,18.05,13.08,16.32,14.85,67.32,64.52,71.77,72.27,1.72,3.35,66.24,1.89,55.29,2,65.29,4.45,11.41,0.46,25.8,0,0,6,31.78,31.78,58.26,217,1149.24,4771.74,243.62,0,121.81,6164.6
"1805",6.71,64.19,21433,75.2,32.99,9.2,24965,10264,22.58,19.87,37.63,13.92,8,59.74,20.17,8.75,11.1,9.99,77.3,70.4,86.08,82.73,2.65,10.32,59.83,11.36,50.7,2,60.47,7.38,14.49,0.49,25,0,17.59,4,17.59,87.93,444.05,315,1384.92,3767.86,171.47,30.78,567.16,5355.02
"1806",0.13,98.7,29116,77.71,42.04,6.33,35658,14824,8.24,8.47,22.98,17.39,7.74,61.3,23.59,11.74,14.67,13.3,71.63,70.57,74.5,82.32,2.62,4.39,60.53,1.78,49.41,3,56.57,0.35,7.74,0.39,28,0,6.47,62,401.35,25.89,194.2,144,932.16,4712.58,265.41,284.83,627.91,6194.98
"1807",0.67,98.04,50679,85.76,51.83,4.13,54628,18228,2.4,3.51,12.24,30.74,5.23,68.84,34.02,5.43,7.89,6.7,86.03,85.13,96.62,85.28,0.6,4.69,81.15,0.89,33.41,3,75.74,1.05,0.2,0.21,24.7,0,0,2,7.7,7.7,53.93,16,61.64,874.49,96.31,0,69.34,1032.44
"1808",52.54,46.2,22709,72.84,35.04,11.63,28158,13000,17.28,5.3,19.13,23.11,8.8,57.17,32.24,12.81,16.95,15.18,49.17,46.07,63.39,54.17,8.16,4.14,48.54,1.23,62.26,2,42.12,7.74,2.1,0.98,27,0,29.5,19,93.42,904.71,1558.66,344,1691.42,2124.1,1706.17,54.09,2586.29,5575.77
"1809",2.78,96.27,19017,76.78,15.81,17,22833,7548,26.74,35.19,52.26,7.64,13.32,50.3,17.31,7.48,10.66,9.11,80.57,73.65,91.01,83.79,2.04,13.17,76.95,12.05,46.57,3,74.78,11.11,12.08,0.52,27.4,0,0,1,8.41,33.66,193.52,107,900.29,2507.36,67.31,0,235.59,3474.97
"1810",16.54,80.74,25306,71.58,37.65,14.23,31115,12963,18.26,7.47,23.41,15.77,10.22,54.72,23.59,13.48,17.82,15.85,59.9,57.6,66.02,61.65,5.83,4.3,66.12,2.19,48.68,3,62.89,14.82,6.92,0.27,30.3,12.73,10.38,71.3364243510285,86.8874960575023,251.77,635.93,1172,1521.03,4333.38,351.71,35.04,1092.05018641837,6241.16
"1811",4.59,85.69,26875,86.12,35.53,6.31,28678,8672,17.51,3.54,13.46,12.17,6.5,60.9,20.23,8.49,12.27,10.29,78.22,76.2,84.18,77.32,2.63,12.54,56.93,6.47,39.93,3,54.82,1.44,5.17,0.2,22.4,0,4.19,5,20.95,33.51,121.49,91,381.22,2278.92,146.62,29.32,180.13,2836.08
"1812",28.48,69.97,29683,64.92,46.49,5.48,35559,17382,16.05,9.75,26.27,18.38,6.34,52.13,24.81,13.75,14.77,14.29,55.82,45.27,67.94,59.32,8.12,6.25,62.26,7.58,75.84,2,63.26,1.08,6.32,0.28,29.3,12.6,9.11,54,70.24,814.31,1788.62,2231,2902.11,6665.37,1453.01,37.72,2682.28,11058.21
"1813",0.17,98.67,41338,88.15,61.33,1.86,43575,15044,2.69,8.77,22.37,19.43,2.44,74.05,24.26,5.67,6.94,6.32,89.58,88.42,97.09,90.48,0.73,4.23,84.67,0.96,22.05,3,83.48,1.87,0.91,0.61,21.6,0,0,0,0,0,16.92,2,16.92,490.78,8.46,0,16.92,516.16
"1814",0.23,97.86,60566,90.66,58.51,2.63,63047,21878,1.12,2.96,9.51,39.26,5.41,72.98,44.68,4.71,6.92,5.82,89.67,88.74,97.52,89.86,0.51,4.91,89.53,0.6,18.41,3,87.7,2.34,0.3,0.47,22.3,0,0,1,5.88,5.88,82.38,44,258.91,912.09,82.38,0,94.15,1253.38
"1815",88.99,9.51,27893,83.01,20.45,9.09,31856,13301,10.28,5.79,23.01,12.44,9.34,64.76,22.06,13.75,21.91,18.43,50.16,45.91,49.33,48.05,8.28,3.86,54.46,2.66,48.4,3,48.35,5.76,1.61,0.22,23.2,0,18.98,9,56.93,436.49,417.51,114,721.15,2233.05,1056.43,56.93,929.91,4067.56
"1816",1.83,84.86,28860,84.51,32.86,3.88,34986,12559,14.01,10.79,26.19,13.34,4.56,64.33,20.96,11.55,14.42,13.03,74.86,70.4,76.28,73.8,1.65,6.17,55.05,7.55,53.29,2,52.25,1.36,9.41,0.45,23.4,0,9.11,5,22.79,77.48,241.55,178,811.23,4584.81,255.22,9.11,350.93,5660.38
"1817",1.66,91.73,28415,76.89,38.21,10.71,33493,13829,12.04,5.87,19,14.2,6.38,60.69,21.1,15.65,18.76,17.24,64.46,62.62,72.25,67.93,3.71,4.28,47.76,4.72,61.72,2,45.55,2.55,4.57,0.35,25.7,8.05,5.21,116,151.12,209.74,164.15,915,1192.03,5947.11,600.57,78.17,530.22,7817.87
"1818",1,89.44,33951,85.31,50.18,3.35,41483,17107,6.45,2.73,8.52,35.99,3.79,73.08,34.37,10.56,16.23,13.57,76.1,76.78,85.98,77.81,1.62,3.25,53.75,2.76,53.51,2,46.98,0.35,1.57,0.18,24.5,0,0,17,28.13,86.06,201.91,523,865.55,3697.21,474.98,47.99,316.1,5085.73
"1819",5.76,93.12,25300,73.74,39.77,10.72,32964,12299,15.05,8.48,22.29,17.38,6.61,60.42,25.76,9.73,14.26,12.2,69.81,69.46,81.31,76.59,1.88,2.57,59.78,1.26,50.16,2,54.83,1.46,8.56,0.67,24.8,0,8.61,9,77.47,51.64,284.04,60,516.44,3804.44,163.54,0,421.76,4484.42
"1820",10.98,88.46,39261,87.11,35.42,3.72,42446,13645,5.65,7.82,22.15,24.38,2.83,70.38,30.14,6.81,9.83,8.39,83.95,80.57,98.26,87.95,1.08,3.78,84.15,2.19,23.99,3,82.71,0,2.11,1.15,21.2,0,5.75,3,17.24,11.49,103.45,22,126.44,321.86,40.23,25.2469400806716,137.94,3091.38045040098
